tra_cov,aircraft,distance,geo,TIME_PERIOD,Number of Passengers,Number of Flights
NAT,AC_RJ,KM1500-1999,UK,2017,0,0
NAT,AC_RJ,KM1500-1999,UK,2018,0,0
NAT,AC_RJ,KM1500-1999,UK,2019,0,0
NAT,AC_RJ,KM1500-1999,UK,2020,0,0
NAT,AC_RJ,KM300-499,IE,2008,0,0
NAT,AC_RJ,KM300-499,IE,2009,0,0
NAT,AC_RJ,KM300-499,IE,2010,0,0
NAT,AC_RJ,KM300-499,IE,2011,0,0
NAT,AC_RJ,KM300-499,IE,2012,0,0
NAT,AC_RJ,KM300-499,IE,2013,0,0
NAT,AC_RJ,KM300-499,IE,2014,0,0
NAT,AC_RJ,KM300-499,IE,2015,0,0
NAT,AC_RJ,KM300-499,IE,2016,0,0
NAT,AC_RJ,KM300-499,IE,2017,0,0
NAT,AC_RJ,KM300-499,IE,2018,0,0
NAT,AC_RJ,KM300-499,IE,2019,0,0
NAT,AC_RJ,KM300-499,IE,2020,0,0
NAT,AC_RJ,KM300-499,UK,2008,748975,17910
NAT,AC_RJ,KM300-499,UK,2009,483213,10101
NAT,AC_RJ,KM300-499,UK,2010,542851,9842
NAT,AC_RJ,KM300-499,UK,2011,435090,7846
NAT,AC_RJ,KM300-499,UK,2012,705339,11959
NAT,AC_RJ,KM300-499,UK,2013,833855,13747
NAT,AC_RJ,KM300-499,UK,2014,497867,9243
NAT,AC_RJ,KM300-499,UK,2015,100493,2468
NAT,AC_RJ,KM300-499,UK,2016,315960,4608
NAT,AC_RJ,KM300-499,UK,2017,467467,7407
NAT,AC_RJ,KM300-499,UK,2018,483168,7438
NAT,AC_RJ,KM300-499,UK,2019,420332,9069
NAT,AC_RJ,KM300-499,UK,2020,70559,3015
NAT,AC_RJ,KM500-999,IE,2008,0,0
NAT,AC_RJ,KM500-999,IE,2009,0,0
NAT,AC_RJ,KM500-999,IE,2010,0,0
NAT,AC_RJ,KM500-999,IE,2011,0,0
NAT,AC_RJ,KM500-999,IE,2012,0,0
NAT,AC_RJ,KM500-999,IE,2013,0,0
NAT,AC_RJ,KM500-999,IE,2014,0,0
NAT,AC_RJ,KM500-999,IE,2015,0,0
NAT,AC_RJ,KM500-999,IE,2016,0,0
NAT,AC_RJ,KM500-999,IE,2017,0,0
NAT,AC_RJ,KM500-999,IE,2018,0,0
NAT,AC_RJ,KM500-999,IE,2019,0,0
NAT,AC_RJ,KM500-999,IE,2020,0,0
NAT,AC_RJ,KM500-999,UK,2008,1286818,24497
NAT,AC_RJ,KM500-999,UK,2009,1180428,21430
NAT,AC_RJ,KM500-999,UK,2010,992000,17524
NAT,AC_RJ,KM500-999,UK,2011,1101410,19240
NAT,AC_RJ,KM500-999,UK,2012,1125163,20163
NAT,AC_RJ,KM500-999,UK,2013,1177414,18415
NAT,AC_RJ,KM500-999,UK,2014,685407,11545
NAT,AC_RJ,KM500-999,UK,2015,650717,11388
NAT,AC_RJ,KM500-999,UK,2016,702617,11717
NAT,AC_RJ,KM500-999,UK,2017,696270,11632
NAT,AC_RJ,KM500-999,UK,2018,772584,12610
NAT,AC_RJ,KM500-999,UK,2019,847059,14967
NAT,AC_RJ,KM500-999,UK,2020,196050,5170
NAT,AC_RJ,KM_GE2000,IE,2008,0,0
NAT,AC_RJ,KM_GE2000,IE,2009,0,0
NAT,AC_RJ,KM_GE2000,IE,2010,0,0
NAT,AC_RJ,KM_GE2000,IE,2011,0,0
NAT,AC_RJ,KM_GE2000,IE,2012,0,0
NAT,AC_RJ,KM_GE2000,IE,2013,0,0
NAT,AC_RJ,KM_GE2000,IE,2014,0,0
NAT,AC_RJ,KM_GE2000,IE,2015,0,0
NAT,AC_RJ,KM_GE2000,IE,2016,0,0
NAT,AC_RJ,KM_GE2000,IE,2017,0,0
NAT,AC_RJ,KM_GE2000,IE,2018,0,0
NAT,AC_RJ,KM_GE2000,IE,2019,0,0
NAT,AC_RJ,KM_GE2000,IE,2020,0,0
NAT,AC_RJ,KM_GE2000,UK,2008,0,0
NAT,AC_RJ,KM_GE2000,UK,2009,0,0
NAT,AC_RJ,KM_GE2000,UK,2010,0,0
NAT,AC_RJ,KM_GE2000,UK,2011,0,0
NAT,AC_RJ,KM_GE2000,UK,2012,0,0
NAT,AC_RJ,KM_GE2000,UK,2013,0,0
NAT,AC_RJ,KM_GE2000,UK,2014,0,0
NAT,AC_RJ,KM_GE2000,UK,2015,0,0
NAT,AC_RJ,KM_GE2000,UK,2016,0,0
NAT,AC_RJ,KM_GE2000,UK,2017,0,0
NAT,AC_RJ,KM_GE2000,UK,2018,0,0
NAT,AC_RJ,KM_GE2000,UK,2019,0,0
NAT,AC_RJ,KM_GE2000,UK,2020,0,0
NAT,AC_RJ,KM_LT300,IE,2008,3846,113
NAT,AC_RJ,KM_LT300,IE,2009,1055,23
NAT,AC_RJ,KM_LT300,IE,2010,1090,77
NAT,AC_RJ,KM_LT300,IE,2011,80,86
NAT,AC_RJ,KM_LT300,IE,2012,21,68
NAT,AC_RJ,KM_LT300,IE,2013,0,0
NAT,AC_RJ,KM_LT300,IE,2014,103,2
NAT,AC_RJ,KM_LT300,IE,2015,46,2
NAT,AC_RJ,KM_LT300,IE,2016,14,1
NAT,AC_RJ,KM_LT300,IE,2017,0,0
NAT,AC_RJ,KM_LT300,IE,2018,237,3
NAT,AC_RJ,KM_LT300,IE,2019,349,7
NAT,AC_RJ,KM_LT300,IE,2020,1,1
NAT,AC_RJ,KM_LT300,UK,2008,847106,20523
NAT,AC_RJ,KM_LT300,UK,2009,462126,10378
NAT,AC_RJ,KM_LT300,UK,2010,438383,10309
NAT,AC_RJ,KM_LT300,UK,2011,475919,11141
NAT,AC_RJ,KM_LT300,UK,2012,438222,9787
NAT,AC_RJ,KM_LT300,UK,2013,515346,10270
NAT,AC_RJ,KM_LT300,UK,2014,403499,6849
NAT,AC_RJ,KM_LT300,UK,2015,303013,4404
NAT,AC_RJ,KM_LT300,UK,2016,325666,4653
NAT,AC_RJ,KM_LT300,UK,2017,330822,4876
NAT,AC_RJ,KM_LT300,UK,2018,310681,4295
NAT,AC_RJ,KM_LT300,UK,2019,449786,8799
NAT,AC_RJ,KM_LT300,UK,2020,97095,3826
NAT,AC_RT,KM1000-1499,IE,2008,0,0
NAT,AC_RT,KM1000-1499,IE,2009,0,0
NAT,AC_RT,KM1000-1499,IE,2010,0,0
NAT,AC_RT,KM1000-1499,IE,2011,0,0
NAT,AC_RT,KM1000-1499,IE,2012,0,0
NAT,AC_RT,KM1000-1499,IE,2013,0,0
NAT,AC_RT,KM1000-1499,IE,2014,0,0
NAT,AC_RT,KM1000-1499,IE,2015,0,0
NAT,AC_RT,KM1000-1499,IE,2016,0,0
NAT,AC_RT,KM1000-1499,IE,2017,0,0
NAT,AC_RT,KM1000-1499,IE,2018,0,0
NAT,AC_RT,KM1000-1499,IE,2019,0,0
NAT,AC_RT,KM1000-1499,IE,2020,0,0
NAT,AC_RT,KM1000-1499,UK,2008,0,0
NAT,AC_RT,KM1000-1499,UK,2009,0,0
NAT,AC_RT,KM1000-1499,UK,2010,49,1
NAT,AC_RT,KM1000-1499,UK,2011,0,0
NAT,AC_RT,KM1000-1499,UK,2012,0,0
NAT,AC_RT,KM1000-1499,UK,2013,0,0
NAT,AC_RT,KM1000-1499,UK,2014,0,0
NAT,AC_RT,KM1000-1499,UK,2015,0,0
NAT,AC_RT,KM1000-1499,UK,2016,63,2
NAT,AC_RT,KM1000-1499,UK,2017,0,0
NAT,AC_RT,KM1000-1499,UK,2018,0,0
NAT,AC_RT,KM1000-1499,UK,2019,0,0
NAT,AC_RT,KM1000-1499,UK,2020,0,0
NAT,AC_RT,KM1500-1999,IE,2008,0,0
NAT,AC_RT,KM1500-1999,IE,2009,0,0
NAT,AC_RT,KM1500-1999,IE,2010,0,0
NAT,AC_RT,KM1500-1999,IE,2011,0,0
NAT,AC_RT,KM1500-1999,IE,2012,0,0
NAT,AC_RT,KM1500-1999,IE,2013,0,0
NAT,AC_RT,KM1500-1999,IE,2014,0,0
NAT,AC_RT,KM1500-1999,IE,2015,0,0
NAT,AC_RT,KM1500-1999,IE,2016,0,0
NAT,AC_RT,KM1500-1999,IE,2017,0,0
NAT,AC_RT,KM1500-1999,IE,2018,0,0
NAT,AC_RT,KM1500-1999,IE,2019,0,0
NAT,AC_RT,KM1500-1999,IE,2020,0,0
NAT,AC_RT,KM1500-1999,UK,2008,0,0
NAT,AC_RT,KM1500-1999,UK,2009,0,0
NAT,AC_RT,KM1500-1999,UK,2010,0,0
NAT,AC_RT,KM1500-1999,UK,2011,0,0
NAT,AC_RT,KM1500-1999,UK,2012,0,0
NAT,AC_RT,KM1500-1999,UK,2013,0,0
NAT,AC_RT,KM1500-1999,UK,2014,0,0
NAT,AC_RT,KM1500-1999,UK,2015,0,0
NAT,AC_RT,KM1500-1999,UK,2016,0,0
NAT,AC_RT,KM1500-1999,UK,2017,0,0
NAT,AC_RT,KM1500-1999,UK,2018,0,0
NAT,AC_RT,KM1500-1999,UK,2019,0,0
NAT,AC_RT,KM1500-1999,UK,2020,0,0
NAT,AC_RT,KM300-499,IE,2008,0,0
NAT,AC_RT,KM300-499,IE,2009,185,4
NAT,AC_RT,KM300-499,IE,2010,15,1
NAT,AC_RT,KM300-499,IE,2011,0,0
NAT,AC_RT,KM300-499,IE,2012,0,0
NAT,AC_RT,KM300-499,IE,2013,76,2
NAT,AC_RT,KM300-499,IE,2014,0,0
NAT,AC_RT,KM300-499,IE,2015,0,0
NAT,AC_RT,KM300-499,IE,2016,0,0
NAT,AC_RT,KM300-499,IE,2017,0,0
NAT,AC_RT,KM300-499,IE,2018,0,0
NAT,AC_RT,KM300-499,IE,2019,0,0
NAT,AC_RT,KM300-499,IE,2020,0,0
NAT,AC_RT,KM300-499,UK,2008,2073046,64067
NAT,AC_RT,KM300-499,UK,2009,2376281,74249
NAT,AC_RT,KM300-499,UK,2010,2280828,71755
NAT,AC_RT,KM300-499,UK,2011,2347216,69302
NAT,AC_RT,KM300-499,UK,2012,2196938,65232
NAT,AC_RT,KM300-499,UK,2013,2224604,64063
NAT,AC_RT,KM300-499,UK,2014,2637055,67870
NAT,AC_RT,KM300-499,UK,2015,2840865,74001
NAT,AC_RT,KM300-499,UK,2016,2594887,67392
NAT,AC_RT,KM300-499,UK,2017,2627729,68093
NAT,AC_RT,KM300-499,UK,2018,2587164,61932
NAT,AC_RT,KM300-499,UK,2019,2446617,54138
NAT,AC_RT,KM300-499,UK,2020,357271,13826
NAT,AC_RT,KM500-999,IE,2008,0,0
NAT,AC_RT,KM500-999,IE,2009,0,0
NAT,AC_RT,KM500-999,IE,2010,0,0
NAT,AC_RT,KM500-999,IE,2011,0,0
NAT,AC_RT,KM500-999,IE,2012,0,0
NAT,AC_RT,KM500-999,IE,2013,0,0
NAT,AC_RT,KM500-999,IE,2014,0,0
NAT,AC_RT,KM500-999,IE,2015,0,0
NAT,AC_RT,KM500-999,IE,2016,0,0
NAT,AC_RT,KM500-999,IE,2017,0,0
NAT,AC_RT,KM500-999,IE,2018,0,0
NAT,AC_RT,KM500-999,IE,2019,0,0
NAT,AC_RT,KM500-999,IE,2020,0,0
NAT,AC_RT,KM500-999,UK,2008,783211,20936
NAT,AC_RT,KM500-999,UK,2009,881085,23327
NAT,AC_RT,KM500-999,UK,2010,917776,22974
NAT,AC_RT,KM500-999,UK,2011,950319,21717
NAT,AC_RT,KM500-999,UK,2012,814481,19708
NAT,AC_RT,KM500-999,UK,2013,571120,14005
NAT,AC_RT,KM500-999,UK,2014,854164,17380
NAT,AC_RT,KM500-999,UK,2015,1113590,22581
NAT,AC_RT,KM500-999,UK,2016,1148048,22843
NAT,AC_RT,KM500-999,UK,2017,1376735,26836
NAT,AC_RT,KM500-999,UK,2018,1442310,24907
NAT,AC_RT,KM500-999,UK,2019,1487956,24510
NAT,AC_RT,KM500-999,UK,2020,188127,4084
NAT,AC_RT,KM_GE2000,IE,2008,0,0
NAT,AC_RT,KM_GE2000,IE,2009,0,0
NAT,AC_RT,KM_GE2000,IE,2010,0,0
NAT,AC_RT,KM_GE2000,IE,2011,0,0
NAT,AC_RT,KM_GE2000,IE,2012,0,0
NAT,AC_RT,KM_GE2000,IE,2013,0,0
NAT,AC_RT,KM_GE2000,IE,2014,0,0
NAT,AC_RT,KM_GE2000,IE,2015,0,0
NAT,AC_RT,KM_GE2000,IE,2016,0,0
NAT,AC_RT,KM_GE2000,IE,2017,0,0
NAT,AC_RT,KM_GE2000,IE,2018,0,0
NAT,AC_RT,KM_GE2000,IE,2019,0,0
NAT,AC_RT,KM_GE2000,IE,2020,0,0
NAT,AC_RT,KM_GE2000,UK,2008,0,0
NAT,AC_RT,KM_GE2000,UK,2009,0,0
NAT,AC_RT,KM_GE2000,UK,2010,0,0
NAT,AC_RT,KM_GE2000,UK,2011,0,0
NAT,AC_RT,KM_GE2000,UK,2012,0,0
NAT,AC_RT,KM_GE2000,UK,2013,0,0
NAT,AC_RT,KM_GE2000,UK,2014,0,0
NAT,AC_RT,KM_GE2000,UK,2015,0,0
NAT,AC_RT,KM_GE2000,UK,2016,0,0
NAT,AC_RT,KM_GE2000,UK,2017,0,0
NAT,AC_RT,KM_GE2000,UK,2018,0,0
NAT,AC_RT,KM_GE2000,UK,2019,0,0
NAT,AC_RT,KM_GE2000,UK,2020,0,0
NAT,AC_RT,KM_LT300,IE,2008,352662,11070
NAT,AC_RT,KM_LT300,IE,2009,158348,6982
NAT,AC_RT,KM_LT300,IE,2010,111232,6511
NAT,AC_RT,KM_LT300,IE,2011,52542,3873
NAT,AC_RT,KM_LT300,IE,2012,51798,2925
NAT,AC_RT,KM_LT300,IE,2013,54859,2871
NAT,AC_RT,KM_LT300,IE,2014,59532,2880
NAT,AC_RT,KM_LT300,IE,2015,69119,2811
NAT,AC_RT,KM_LT300,IE,2016,80158,2890
NAT,AC_RT,KM_LT300,IE,2017,85295,2872
NAT,AC_RT,KM_LT300,IE,2018,94959,2848
NAT,AC_RT,KM_LT300,IE,2019,96163,2846
NAT,AC_RT,KM_LT300,IE,2020,31646,2698
NAT,AC_RT,KM_LT300,UK,2008,2392553,77624
NAT,AC_RT,KM_LT300,UK,2009,2480839,76051
NAT,AC_RT,KM_LT300,UK,2010,2257047,70612
NAT,AC_RT,KM_LT300,UK,2011,2273196,68082
NAT,AC_RT,KM_LT300,UK,2012,2125689,63559
NAT,AC_RT,KM_LT300,UK,2013,2075482,60469
NAT,AC_RT,KM_LT300,UK,2014,2195472,56684
NAT,AC_RT,KM_LT300,UK,2015,2233609,57676
NAT,AC_RT,KM_LT300,UK,2016,2017581,52036
NAT,AC_RT,KM_LT300,UK,2017,1942898,50326
NAT,AC_RT,KM_LT300,UK,2018,1870498,46321
NAT,AC_RT,KM_LT300,UK,2019,1769373,40476
NAT,AC_RT,KM_LT300,UK,2020,311883,10420
NAT,AC_WJ,KM1000-1499,IE,2008,0,0
NAT,AC_WJ,KM1000-1499,IE,2009,0,0
NAT,AC_WJ,KM1000-1499,IE,2010,0,0
NAT,AC_WJ,KM1000-1499,IE,2011,0,0
NAT,AC_WJ,KM1000-1499,IE,2012,0,0
NAT,AC_WJ,KM1000-1499,IE,2013,0,0
NAT,AC_WJ,KM1000-1499,IE,2014,0,0
NAT,AC_WJ,KM1000-1499,IE,2015,0,0
NAT,AC_WJ,KM1000-1499,IE,2016,0,0
NAT,AC_WJ,KM1000-1499,IE,2017,0,0
NAT,AC_WJ,KM1000-1499,IE,2018,0,0
NAT,AC_WJ,KM1000-1499,IE,2019,0,0
NAT,AC_WJ,KM1000-1499,IE,2020,0,0
NAT,AC_WJ,KM1000-1499,UK,2008,0,0
NAT,AC_WJ,KM1000-1499,UK,2009,0,0
NAT,AC_WJ,KM1000-1499,UK,2010,0,0
NAT,AC_WJ,KM1000-1499,UK,2011,0,0
NAT,AC_WJ,KM1000-1499,UK,2012,0,0
NAT,AC_WJ,KM1000-1499,UK,2013,0,0
NAT,AC_WJ,KM1000-1499,UK,2014,0,0
NAT,AC_WJ,KM1000-1499,UK,2015,0,0
NAT,AC_WJ,KM1000-1499,UK,2016,0,0
NAT,AC_WJ,KM1000-1499,UK,2017,0,0
NAT,AC_WJ,KM1000-1499,UK,2018,0,0
NAT,AC_WJ,KM1000-1499,UK,2019,0,0
NAT,AC_WJ,KM1000-1499,UK,2020,0,0
NAT,AC_WJ,KM1500-1999,IE,2008,0,0
NAT,AC_WJ,KM1500-1999,IE,2009,0,0
NAT,AC_WJ,KM1500-1999,IE,2010,0,0
NAT,AC_WJ,KM1500-1999,IE,2011,0,0
NAT,AC_WJ,KM1500-1999,IE,2012,0,0
NAT,AC_WJ,KM1500-1999,IE,2013,0,0
NAT,AC_WJ,KM1500-1999,IE,2014,0,0
NAT,AC_WJ,KM1500-1999,IE,2015,0,0
NAT,AC_WJ,KM1500-1999,IE,2016,0,0
NAT,AC_WJ,KM1500-1999,IE,2017,0,0
NAT,AC_WJ,KM1500-1999,IE,2018,0,0
NAT,AC_WJ,KM1500-1999,IE,2019,0,0
NAT,AC_WJ,KM1500-1999,IE,2020,0,0
NAT,AC_WJ,KM1500-1999,UK,2008,0,0
NAT,AC_WJ,KM1500-1999,UK,2009,0,0
NAT,AC_WJ,KM1500-1999,UK,2010,0,0
NAT,AC_WJ,KM1500-1999,UK,2011,0,0
NAT,AC_WJ,KM1500-1999,UK,2012,0,0
NAT,AC_WJ,KM1500-1999,UK,2013,0,0
NAT,AC_WJ,KM1500-1999,UK,2014,0,0
NAT,AC_WJ,KM1500-1999,UK,2015,0,0
NAT,AC_WJ,KM1500-1999,UK,2016,0,0
NAT,AC_WJ,KM1500-1999,UK,2017,0,0
NAT,AC_WJ,KM1500-1999,UK,2018,0,0
NAT,AC_WJ,KM1500-1999,UK,2019,0,0
NAT,AC_WJ,KM1500-1999,UK,2020,0,0
NAT,AC_WJ,KM300-499,IE,2008,0,0
NAT,AC_WJ,KM300-499,IE,2009,0,0
NAT,AC_WJ,KM300-499,IE,2010,0,0
NAT,AC_WJ,KM300-499,IE,2011,0,0
NAT,AC_WJ,KM300-499,IE,2012,0,0
NAT,AC_WJ,KM300-499,IE,2013,0,0
NAT,AC_WJ,KM300-499,IE,2014,0,0
NAT,AC_WJ,KM300-499,IE,2015,0,0
NAT,AC_WJ,KM300-499,IE,2016,0,0
NAT,AC_WJ,KM300-499,IE,2017,0,0
NAT,AC_WJ,KM300-499,IE,2018,0,0
NAT,AC_WJ,KM300-499,IE,2019,0,0
NAT,AC_WJ,KM300-499,IE,2020,0,0
NAT,AC_WJ,KM300-499,UK,2008,25027,259
NAT,AC_WJ,KM300-499,UK,2009,5699,33
NAT,AC_WJ,KM300-499,UK,2010,6898,36
NAT,AC_WJ,KM300-499,UK,2011,7642,40
NAT,AC_WJ,KM300-499,UK,2012,2673,16
NAT,AC_WJ,KM300-499,UK,2013,4894,22
NAT,AC_WJ,KM300-499,UK,2014,4073,17
NAT,AC_WJ,KM300-499,UK,2015,4784,23
NAT,AC_WJ,KM300-499,UK,2016,2354,43
NAT,AC_WJ,KM300-499,UK,2017,4,3
NAT,AC_WJ,KM300-499,UK,2018,667,4
NAT,AC_WJ,KM300-499,UK,2019,28207,172
NAT,AC_WJ,KM300-499,UK,2020,18888,138
NAT,AC_WJ,KM500-999,IE,2008,0,0
NAT,AC_WJ,KM500-999,IE,2009,0,0
NAT,AC_WJ,KM500-999,IE,2010,0,0
NAT,AC_WJ,KM500-999,IE,2011,0,0
NAT,AC_WJ,KM500-999,IE,2012,0,0
NAT,AC_WJ,KM500-999,IE,2013,0,0
NAT,AC_WJ,KM500-999,IE,2014,0,0
NAT,AC_WJ,KM500-999,IE,2015,0,0
NAT,AC_WJ,KM500-999,IE,2016,0,0
NAT,AC_WJ,KM500-999,IE,2017,0,0
NAT,AC_WJ,KM500-999,IE,2018,0,0
NAT,AC_WJ,KM500-999,IE,2019,0,0
NAT,AC_WJ,KM500-999,IE,2020,0,0
NAT,AC_WJ,KM500-999,UK,2008,32660,309
NAT,AC_WJ,KM500-999,UK,2009,12060,102
NAT,AC_WJ,KM500-999,UK,2010,11271,92
NAT,AC_WJ,KM500-999,UK,2011,19617,140
NAT,AC_WJ,KM500-999,UK,2012,99639,546
NAT,AC_WJ,KM500-999,UK,2013,413291,2273
NAT,AC_WJ,KM500-999,UK,2014,328283,1850
NAT,AC_WJ,KM500-999,UK,2015,306790,1713
NAT,AC_WJ,KM500-999,UK,2016,277834,1458
NAT,AC_WJ,KM500-999,UK,2017,299213,1605
NAT,AC_WJ,KM500-999,UK,2018,228974,1261
NAT,AC_WJ,KM500-999,UK,2019,193881,1151
NAT,AC_WJ,KM500-999,UK,2020,93395,679
NAT,AC_WJ,KM_GE2000,IE,2008,0,0
NAT,AC_WJ,KM_GE2000,IE,2009,0,0
NAT,AC_WJ,KM_GE2000,IE,2010,0,0
NAT,AC_WJ,KM_GE2000,IE,2011,0,0
NAT,AC_WJ,KM_GE2000,IE,2012,0,0
NAT,AC_WJ,KM_GE2000,IE,2013,0,0
NAT,AC_WJ,KM_GE2000,IE,2014,0,0
NAT,AC_WJ,KM_GE2000,IE,2015,0,0
NAT,AC_WJ,KM_GE2000,IE,2016,0,0
NAT,AC_WJ,KM_GE2000,IE,2017,0,0
NAT,AC_WJ,KM_GE2000,IE,2018,0,0
NAT,AC_WJ,KM_GE2000,IE,2019,0,0
NAT,AC_WJ,KM_GE2000,IE,2020,0,0
NAT,AC_WJ,KM_GE2000,UK,2008,0,0
NAT,AC_WJ,KM_GE2000,UK,2009,0,0
NAT,AC_WJ,KM_GE2000,UK,2010,0,0
NAT,AC_WJ,KM_GE2000,UK,2011,0,0
NAT,AC_WJ,KM_GE2000,UK,2012,0,0
NAT,AC_WJ,KM_GE2000,UK,2013,0,0
NAT,AC_WJ,KM_GE2000,UK,2014,0,0
NAT,AC_WJ,KM_GE2000,UK,2015,0,0
NAT,AC_WJ,KM_GE2000,UK,2016,0,0
NAT,AC_WJ,KM_GE2000,UK,2017,0,0
NAT,AC_WJ,KM_GE2000,UK,2018,0,0
NAT,AC_WJ,KM_GE2000,UK,2019,0,0
NAT,AC_WJ,KM_GE2000,UK,2020,0,0
NAT,AC_WJ,KM_LT300,IE,2008,191605,1586
NAT,AC_WJ,KM_LT300,IE,2009,110739,940
NAT,AC_WJ,KM_LT300,IE,2010,51801,464
NAT,AC_WJ,KM_LT300,IE,2011,9022,35
NAT,AC_WJ,KM_LT300,IE,2012,7894,33
NAT,AC_WJ,KM_LT300,IE,2013,6843,28
NAT,AC_WJ,KM_LT300,IE,2014,5739,26
NAT,AC_WJ,KM_LT300,IE,2015,814,4
NAT,AC_WJ,KM_LT300,IE,2016,0,0
NAT,AC_WJ,KM_LT300,IE,2017,186,1
NAT,AC_WJ,KM_LT300,IE,2018,1103,7
NAT,AC_WJ,KM_LT300,IE,2019,707,4
NAT,AC_WJ,KM_LT300,IE,2020,70,2
NAT,AC_WJ,KM_LT300,UK,2008,115447,820
NAT,AC_WJ,KM_LT300,UK,2009,53273,327
NAT,AC_WJ,KM_LT300,UK,2010,44643,244
NAT,AC_WJ,KM_LT300,UK,2011,47092,283
NAT,AC_WJ,KM_LT300,UK,2012,45470,183
NAT,AC_WJ,KM_LT300,UK,2013,22959,111
NAT,AC_WJ,KM_LT300,UK,2014,9044,42
NAT,AC_WJ,KM_LT300,UK,2015,6196,35
NAT,AC_WJ,KM_LT300,UK,2016,5688,54
NAT,AC_WJ,KM_LT300,UK,2017,3746,31
NAT,AC_WJ,KM_LT300,UK,2018,3793,43
NAT,AC_WJ,KM_LT300,UK,2019,29784,197
NAT,AC_WJ,KM_LT300,UK,2020,17593,154
